,Time,Observed,Predicted
690,3.45,0.027651,0.020615296438336372
691,3.455,0.025138,0.030598917976021767
692,3.46,0.014191,0.020415518432855606
693,3.465,-0.016087,-0.014380011707544327
694,3.47,-0.019361,-0.022492541000247
695,3.475,0.03967,0.04218211770057678
696,3.48,0.018337,0.022924955934286118
697,3.485,-0.076267,-0.0740492045879364
698,3.49,0.020636,0.026459816843271255
699,3.495,0.00788,-0.0029096498619765043
700,3.5,0.040625,0.03759957477450371
701,3.505,-0.050932,-0.0446259044110775
702,3.51,-0.002692,0.004618387669324875
703,3.515,0.048646,0.04030422121286392
704,3.52,-0.008636,-0.010737159289419651
705,3.525,-0.032044,-0.035945065319538116
706,3.53,0.01323,0.007367471698671579
707,3.535,0.005969,0.0035201823338866234
708,3.54,0.040583,0.03599574789404869
709,3.545,-0.099161,-0.08209332823753357
710,3.55,0.024477,0.022357109934091568
711,3.555,0.025428,0.02844551019370556
712,3.56,0.014317,0.01709566079080105
713,3.565,-0.013743,-0.01253166701644659
714,3.57,-0.017044,-0.020881354808807373
715,3.575,0.039972,0.04286637902259827
716,3.58,0.016192,0.02257215604186058
717,3.585,-0.075821,-0.0732036754488945
718,3.59,0.023633,0.02894505485892296
719,3.595,0.00783,-0.0054817600175738335
720,3.6,0.039424,0.03476652130484581
721,3.605,-0.049727,-0.046070702373981476
722,3.61,-0.001252,0.0012958883307874203
723,3.615,0.048955,0.0407598577439785
724,3.62,-0.005972,-0.008805437944829464
725,3.625,-0.032421,-0.03176838159561157
726,3.63,0.01208,0.008689683862030506
727,3.635,0.005337,0.002643096959218383
728,3.64,0.041227,0.036783330142498016
729,3.645,-0.099665,-0.08222676813602448
730,3.65,0.021888,0.02523781731724739
731,3.655,0.025028,0.030674614012241364
732,3.66,0.014186,0.013836175203323364
733,3.665,-0.011891,-0.01336541399359703
734,3.67,-0.016193,-0.015555834397673607
735,3.675,0.039862,0.04517078399658203
736,3.68,0.016411,0.0192596185952425
737,3.685,-0.075783,-0.07502225041389465
738,3.69,0.026752,0.02683578059077263
739,3.695,0.010649,-0.004644184373319149
740,3.7,0.038767,0.03503679111599922
741,3.705,-0.052925,-0.05020761117339134
742,3.71,-0.00162,-0.004643143154680729
743,3.715,0.048645,0.04539623484015465
744,3.72,-0.005227,-0.005913594737648964
745,3.725,-0.032828,-0.03179493173956871
746,3.73,0.013439,0.009678656235337257
747,3.735,0.007013,0.0006964020431041718
748,3.74,0.042864,0.04138919338583946
749,3.745,-0.093913,-0.07825756818056107
750,3.75,0.018266,0.026773376390337944
751,3.755,0.026339,0.02949613519012928
752,3.76,0.013183,0.01231585256755352
753,3.765,-0.01115,-0.015381183475255966
754,3.77,-0.014534,-0.013215716928243637
755,3.775,0.040757,0.04409020021557808
756,3.78,0.016015,0.02082020230591297
757,3.785,-0.07506,-0.07277088612318039
758,3.79,0.029959,0.029088808223605156
759,3.795,0.006736,0.003159958403557539
760,3.8,0.036179,0.03226632624864578
761,3.805,-0.051276,-0.052340246737003326
762,3.81,-0.001227,-0.00916178710758686
763,3.815,0.04789,0.04499044641852379
764,3.82,-0.00339,-0.0020508538000285625
765,3.825,-0.033632,-0.03133494406938553
766,3.83,0.011463,0.007109139114618301
767,3.835,0.006544,0.0030599082820117474
768,3.84,0.04348,0.04542374610900879
769,3.845,-0.093962,-0.07960091531276703
770,3.85,0.020581,0.02800833061337471
771,3.855,0.027776,0.025594256818294525
772,3.86,0.013519,0.008309837430715561
773,3.865,-0.011919,-0.013358427211642265
774,3.87,-0.013377,-0.008273540064692497
775,3.875,0.040918,0.0402715802192688
776,3.88,0.015279,0.018040675669908524
777,3.885,-0.075344,-0.0699130967259407
778,3.89,0.030535,0.028717588633298874
779,3.895,0.009,0.0025344633031636477
780,3.9,0.036816,0.03572102263569832
781,3.905,-0.050581,-0.049863751977682114
782,3.91,-0.002661,-0.006040206644684076
783,3.915,0.047388,0.04563503712415695
784,3.92,-0.004001,0.0005048727616667747
785,3.925,-0.033334,-0.032855499535799026
786,3.93,0.011853,0.006457511335611343
787,3.935,0.006231,0.004929965361952782
788,3.94,0.044206,0.04289006441831589
789,3.945,-0.099484,-0.07807832956314087
790,3.95,0.020045,0.030481509864330292
791,3.955,0.025325,0.02829703316092491
792,3.96,0.012799,0.008129751309752464
793,3.965,-0.013954,-0.015754036605358124
794,3.97,-0.015255,-0.013638898730278015
795,3.975,0.041022,0.04055990278720856
796,3.98,0.017192,0.01603461429476738
797,3.985,-0.07581,-0.07244701683521271
798,3.99,0.029465,0.033051591366529465
799,3.995,0.010655,-0.00280732661485672
800,4.0,0.037064,0.03298525512218475
801,4.005,-0.051707,-0.05236337333917618
802,4.01,-0.001944,-0.007438099477440119
803,4.015,0.04675,0.04499686509370804
804,4.02,-0.005472,-0.0007969997823238373
805,4.025,-0.032537,-0.03292737528681755
806,4.03,0.013061,0.010040411725640297
807,4.035,0.006292,0.004714684560894966
808,4.04,0.042536,0.04256301000714302
809,4.045,-0.095901,-0.07883668690919876
810,4.05,0.02045,0.025483401492238045
811,4.055,0.026442,0.030341286212205887
812,4.06,0.011877,0.01499771699309349
813,4.065,-0.014666,-0.018357735127210617
814,4.07,-0.01645,-0.014769701287150383
815,4.075,0.041025,0.0435674786567688
816,4.08,0.016889,0.01627093367278576
817,4.085,-0.075465,-0.07544471323490143
818,4.09,0.028594,0.032270848751068115
819,4.095,0.010207,-0.00043528329115360975
820,4.1,0.03707,0.03227008506655693
821,4.105,-0.051161,-0.05322367697954178
822,4.11,-0.000794,-0.007033609785139561
823,4.115,0.047591,0.04666212946176529
824,4.12,-0.005384,-0.0055994451977312565
825,4.125,-0.03208,-0.035360030829906464
826,4.13,0.012856,0.010641920380294323
827,4.135,0.005805,0.0053951321169734
828,4.14,0.041457,0.04097212478518486
829,4.145,-0.093255,-0.08114635199308395
830,4.15,0.021626,0.022260989993810654
831,4.155,0.026445,0.03142189234495163
832,4.16,0.011262,0.01795417256653309
833,4.165,-0.013782,-0.01750205270946026
834,4.17,-0.017728,-0.012804562225937843
835,4.175,0.040185,0.0444621667265892
836,4.18,0.015842,0.018000345677137375
837,4.185,-0.07517,-0.07536732405424118
838,4.19,0.028671,0.02980060689151287
839,4.195,0.009911,0.0011934057110920548
840,4.2,0.036829,0.03363106772303581
841,4.205,-0.053045,-0.0518932044506073
842,4.21,-0.00094,-0.004694876726716757
843,4.215,0.047785,0.04587232321500778
844,4.22,-0.005469,-0.009220274165272713
845,4.225,-0.031572,-0.03613569587469101
846,4.23,0.013979,0.008886465802788734
847,4.235,0.00607,0.004181346856057644
848,4.24,0.042475,0.040379058569669724
849,4.245,-0.094279,-0.07998228073120117
850,4.25,0.019905,0.023714186623692513
851,4.255,0.025991,0.030564717948436737
852,4.26,0.012102,0.015638822689652443
853,4.265,-0.013495,-0.016867714002728462
854,4.27,-0.017241,-0.012923939153552055
855,4.275,0.040297,0.04309600964188576
856,4.28,0.016385,0.019112596288323402
857,4.285,-0.075659,-0.07261648774147034
858,4.29,0.028096,0.030665038153529167
859,4.295,0.010174,0.0008389734430238605
860,4.3,0.036829,0.033344581723213196
861,4.305,-0.050909,-0.05164889991283417
862,4.31,0.000113,-0.0057513657957315445
863,4.315,0.048111,0.045777834951877594
864,4.32,-0.00407,-0.007822968065738678
865,4.325,-0.031156,-0.033600687980651855
866,4.33,0.014065,0.009069058112800121
867,4.335,0.005544,0.0020977677777409554
868,4.34,0.040288,0.04186972230672836
869,4.345,-0.09561,-0.0776728168129921
870,4.35,0.021186,0.022513575851917267
871,4.355,0.026884,0.030749406665563583
872,4.36,0.012864,0.017074309289455414
873,4.365,-0.013668,-0.015028845518827438
874,4.37,-0.016702,-0.011934989131987095
875,4.375,0.039897,0.042421355843544006
876,4.38,0.016974,0.019468966871500015
877,4.385,-0.07653,-0.07051608711481094
878,4.39,0.025604,0.028888031840324402
879,4.395,0.009657,-0.0008757321629673243
880,4.4,0.039446,0.03343459218740463
881,4.405,-0.052105,-0.04996984079480171
882,4.41,-0.001139,-0.0037946770898997784
883,4.415,0.047727,0.046681564301252365
884,4.42,-0.005787,-0.007022078149020672
885,4.425,-0.031246,-0.032627224922180176
886,4.43,0.014654,0.009401075541973114
887,4.435,0.005459,0.00041794648859649897
888,4.44,0.040027,0.040223054587841034
889,4.445,-0.094112,-0.07800757139921188
890,4.45,0.022175,0.021607840433716774
891,4.455,0.026209,0.030442528426647186
892,4.46,0.012323,0.01743239536881447
893,4.465,-0.014266,-0.014890478923916817
894,4.47,-0.017454,-0.01329819206148386
895,4.475,0.040203,0.040545884519815445
896,4.48,0.018248,0.019849427044391632
897,4.485,-0.07539,-0.0693083107471466
898,4.49,0.025517,0.02812042087316513
899,4.495,0.007983,-1.477531623095274e-05
900,4.5,0.039308,0.03349095955491066
901,4.505,-0.049809,-0.050520770251750946
902,4.51,-0.001755,-0.0003025634214282036
903,4.515,0.047972,0.046940919011831284
904,4.52,-0.004762,-0.011095697060227394
905,4.525,-0.032054,-0.03310775384306908
906,4.53,0.013614,0.008190518245100975
907,4.535,0.0061,0.0010114192264154553
908,4.54,0.040652,0.04124385863542557
909,4.545,-0.100317,-0.07942825555801392
910,4.55,0.022305,0.023518355563282967
911,4.555,0.026486,0.030333373695611954
912,4.56,0.013746,0.015476828441023827
913,4.565,-0.012288,-0.013656163588166237
914,4.57,-0.015848,-0.012414257973432541
915,4.575,0.040161,0.0404890701174736
916,4.58,0.016689,0.021430812776088715
917,4.585,-0.074574,-0.06890816986560822
918,4.59,0.026565,0.027469452470541
919,4.595,0.008371,-0.0033387881703674793
920,4.6,0.039342,0.03515089303255081
921,4.605,-0.051629,-0.05264434963464737
922,4.61,-0.000316,-0.0007958002388477325
923,4.615,0.048936,0.04948815703392029
924,4.62,-0.003782,-0.00840730033814907
925,4.625,-0.032897,-0.03056155890226364
926,4.63,0.012344,0.008987941779196262
927,4.635,0.006246,0.0026342831552028656
928,4.64,0.042241,0.04178610071539879
929,4.645,-0.099612,-0.08247873187065125
930,4.65,0.020266,0.024546954780817032
931,4.655,0.02562,0.03062315657734871
932,4.66,0.012696,0.014996986836194992
933,4.665,-0.010788,-0.014355666004121304
934,4.67,-0.014642,-0.012156054377555847
935,4.675,0.039964,0.042684730142354965
936,4.68,0.015141,0.02166667766869068
937,4.685,-0.074387,-0.07168607413768768
938,4.69,0.029584,0.0273580439388752
939,4.695,0.006738,-0.0020836847834289074
940,4.7,0.037363,0.03431832790374756
941,4.705,-0.051996,-0.05699412524700165
942,4.71,-0.00131,-0.004403676372021437
943,4.715,0.048416,0.05084535479545593
944,4.72,-0.00323,-0.005932897329330444
945,4.725,-0.033275,-0.03133710101246834
946,4.73,0.01222,0.00724101671949029
947,4.735,0.00689,0.003811080940067768
948,4.74,0.044158,0.04440509155392647
949,4.745,-0.098207,-0.08520317822694778
950,4.75,0.018148,0.024636229500174522
951,4.755,0.025215,0.030631640926003456
952,4.76,0.012323,0.011628680862486362
953,4.765,-0.010677,-0.01669149287045002
954,4.77,-0.014386,-0.011071632616221905
955,4.775,0.040224,0.04156479984521866
956,4.78,0.015626,0.02212567999958992
957,4.785,-0.074233,-0.07213472574949265
958,4.79,0.031012,0.03044041618704796
959,4.795,0.004718,0.00012509897351264954
960,4.8,0.035981,0.03153239190578461
961,4.805,-0.052315,-0.05537760630249977
962,4.81,-0.000953,-0.0037932395935058594
963,4.815,0.047869,0.049082543700933456
964,4.82,-0.002462,-0.006657800637185574
965,4.825,-0.033248,-0.033230043947696686
966,4.83,0.012133,0.006546265911310911
967,4.835,0.006536,0.0039757415652275085
968,4.84,0.044161,0.04497694969177246
969,4.845,-0.098857,-0.08555901050567627
970,4.85,0.017681,0.023497484624385834
971,4.855,0.026128,0.028438372537493706
972,4.86,0.012033,0.011226939037442207
973,4.865,-0.011679,-0.015747055411338806
974,4.87,-0.014269,-0.011036618612706661
975,4.875,0.040063,0.039716433733701706
976,4.88,0.014971,0.02376589924097061
977,4.885,-0.074826,-0.07224567979574203
978,4.89,0.031342,0.030856939032673836
979,4.895,0.006599,-0.001418091356754303
980,4.9,0.037198,0.03179652988910675
981,4.905,-0.051725,-0.05343451350927353
982,4.91,-0.001112,-0.006599759217351675
983,4.915,0.046816,0.04765588045120239
984,4.92,-0.002962,-0.0034544426016509533
985,4.925,-0.032872,-0.03340636193752289
986,4.93,0.012837,0.005970768630504608
987,4.935,0.00569,0.002812207443639636
988,4.94,0.044429,0.04339387267827988
989,4.945,-0.094697,-0.08421303331851959
990,4.95,0.017678,0.02298329398036003
991,4.955,0.026421,0.031234972178936005
992,4.96,0.010186,0.013785750605165958
993,4.965,-0.013373,-0.01679804176092148
994,4.97,-0.01522,-0.010266933590173721
995,4.975,0.040245,0.03961578756570816
996,4.98,0.016175,0.022295130416750908
997,4.985,-0.074931,-0.07593531906604767
998,4.99,0.030898,0.03222186118364334
999,4.995,0.007725,0.002572340425103903
1000,5.0,0.036712,0.030301611870527267
1001,5.005,-0.05189,-0.05244326591491699
1002,5.01,0.000175,-0.004386305343359709
1003,5.015,0.046652,0.045850787311792374
1004,5.02,-0.003003,-0.007260963320732117
1005,5.025,-0.031181,-0.03646405041217804
1006,5.03,0.013237,0.00576724112033844
1007,5.035,0.005643,0.004392161034047604
1008,5.04,0.042652,0.041062332689762115
1009,5.045,-0.094497,-0.08406366407871246
1010,5.05,0.020143,0.02293744683265686
1011,5.055,0.026407,0.032594405114650726
1012,5.06,0.013115,0.015549084171652794
1013,5.065,-0.014122,-0.016925595700740814
1014,5.07,-0.017529,-0.009169217199087143
1015,5.075,0.041627,0.04127076640725136
1016,5.08,0.017356,0.020767638459801674
1017,5.085,-0.076322,-0.07522108405828476
1018,5.09,0.022308,0.03377099707722664
1019,5.095,0.006137,0.0028401315212249756
1020,5.1,0.039703,0.0326177142560482
1021,5.105,-0.049704,-0.050863005220890045
1022,5.11,-0.001637,0.0004346938803792
1023,5.115,0.046538,0.045015037059783936
1024,5.12,-0.006861,-0.008211303502321243
1025,5.125,-0.030013,-0.033674586564302444
1026,5.13,0.014298,0.005869557615369558
1027,5.135,0.004761,0.004177030175924301
1028,5.14,0.03981,0.032433196902275085
1029,5.145,-0.092293,-0.08460574597120285
1030,5.15,0.025861,0.01932278275489807
1031,5.155,0.026021,0.03157046437263489
1032,5.16,0.015269,0.02166290581226349
1033,5.165,-0.015484,-0.01590970903635025
1034,5.17,-0.019466,-0.015675805509090424
1035,5.175,0.041025,0.03819086030125618
1036,5.18,0.019644,0.019774407148361206
1037,5.185,-0.075541,-0.07179854810237885
1038,5.19,0.020931,0.030239678919315338
1039,5.195,0.006234,0.002124046441167593
1040,5.2,0.03882,0.0377851277589798
1041,5.205,-0.0515,-0.046414442360401154
1042,5.21,-0.001934,0.008309510536491871
1043,5.215,0.046505,0.04011235386133194
1044,5.22,-0.007765,-0.013549049384891987
1045,5.225,-0.030302,-0.03167092427611351
1046,5.23,0.014414,0.0026824921369552612
1047,5.235,0.006115,0.005440314766019583
1048,5.24,0.04042,0.036788783967494965
1049,5.245,-0.096903,-0.0828835591673851
1050,5.25,0.021294,0.018332399427890778
1051,5.255,0.026148,0.025667179375886917
1052,5.26,0.013519,0.02362353354692459
1053,5.265,-0.014759,-0.01625129207968712
1054,5.27,-0.018095,-0.019647721201181412
1055,5.275,0.040793,0.03965194523334503
1056,5.28,0.020225,0.020278388634324074
1057,5.285,-0.075583,-0.06902507692575455
1058,5.29,0.023976,0.030416177585721016
1059,5.295,0.008002,-0.007242537569254637
1060,5.3,0.038807,0.03433177247643471
1061,5.305,-0.052093,-0.04726573824882507
1062,5.31,-0.002316,0.003892878070473671
1063,5.315,0.047903,0.04766295850276947
1064,5.32,-0.006541,-0.015444867312908173
1065,5.325,-0.031163,-0.03290252760052681
1066,5.33,0.013815,0.008712765760719776
1067,5.335,0.005892,0.007555758580565453
1068,5.34,0.039545,0.04227491468191147
1069,5.345,-0.100329,-0.08689773082733154
1070,5.35,0.023373,0.016585921868681908
1071,5.355,0.025228,0.031960174441337585
1072,5.36,0.014782,0.016172561794519424
1073,5.365,-0.013742,-0.017412275075912476
1074,5.37,-0.017307,-0.012417742051184177
1075,5.375,0.040231,0.04113699495792389
1076,5.38,0.018093,0.022425998002290726
1077,5.385,-0.075526,-0.07418303191661835
1078,5.39,0.025025,0.02290974371135235
1079,5.395,0.009471,-0.009114861488342285
1080,5.4,0.039028,0.040186040103435516
1081,5.405,-0.051036,-0.05202583968639374
1082,5.41,-0.001232,0.00864680390805006
1083,5.415,0.049092,0.04555046558380127
1084,5.42,-0.006955,-0.01467890851199627
1085,5.425,-0.032731,-0.029521014541387558
1086,5.43,0.014103,0.010830261744558811
1087,5.435,0.006159,0.0012976210564374924
1088,5.44,0.040077,0.042055800557136536
1089,5.445,-0.099448,-0.08055826276540756
1090,5.45,0.024026,0.023161010816693306
1091,5.455,0.024771,0.031184524297714233
1092,5.46,0.013225,0.010312914848327637
1093,5.465,-0.013252,-0.018724441528320312
1094,5.47,-0.016907,-0.014488616026937962
1095,5.475,0.038865,0.044062383472919464
1096,5.48,0.018172,0.02207457274198532
1097,5.485,-0.075097,-0.08015365898609161
1098,5.49,0.026908,0.024797622114419937
1099,5.495,0.008284,-0.0035237655974924564
1100,5.5,0.037854,0.03828086704015732
1101,5.505,-0.051862,-0.05531725287437439
1102,5.51,-0.001049,0.00033015012741088867
1103,5.515,0.050049,0.048848994076251984
1104,5.52,-0.003965,-0.007824295200407505
1105,5.525,-0.033538,-0.032668523490428925
1106,5.53,0.011508,0.00976574420928955
1107,5.535,0.007722,-0.0007478296756744385
1108,5.54,0.042255,0.04194110631942749
1109,5.545,-0.092676,-0.08162316679954529
1110,5.55,0.019767,0.02783936634659767
1111,5.555,0.027654,0.030007535591721535
1112,5.56,0.012725,0.009309742599725723
1113,5.565,-0.008278,-0.015153415501117706
1114,5.57,-0.013957,-0.012045357376337051
1115,5.575,0.039698,0.04186982288956642
1116,5.58,0.013814,0.018970761448144913
1117,5.585,-0.074742,-0.07685472816228867
1118,5.59,0.029939,0.027265449985861778
1119,5.595,0.006777,0.010739436373114586
1120,5.6,0.038665,0.031076209619641304
1121,5.605,-0.051125,-0.057598162442445755
1122,5.61,-0.000482,-0.006927362643182278
1123,5.615,0.049267,0.054122444242239
1124,5.62,-0.001833,0.0018497481942176819
1125,5.625,-0.035202,-0.028852729126811028
1126,5.63,0.010436,0.00040012598037719727
1127,5.635,0.006259,0.0048543172888457775
1128,5.64,0.04359,0.0456993468105793
1129,5.645,-0.096692,-0.08316615223884583
1130,5.65,0.018319,0.03375883400440216
1131,5.655,0.025664,0.021703608334064484
1132,5.66,0.012438,0.012614669278264046
1133,5.665,-0.010325,-0.003658771514892578
1134,5.67,-0.014967,-0.011166386306285858
1135,5.675,0.040314,0.03312062844634056
1136,5.68,0.014258,0.015936316922307014
1137,5.685,-0.074967,-0.06374844908714294
1138,5.69,0.030103,0.035040684044361115
1139,5.695,0.008721,-0.0014018574729561806
1140,5.7,0.03718,0.023481041193008423
1141,5.705,-0.051192,-0.05730626359581947
1142,5.71,-0.000712,-0.005163145251572132
1143,5.715,0.048344,0.05394146591424942
1144,5.72,-0.003596,0.0017603356391191483
1145,5.725,-0.033188,-0.023394018411636353
1146,5.73,0.012414,0.0032146330922842026
1147,5.735,0.006328,0.004083272069692612
1148,5.74,0.043331,0.0354820154607296
1149,5.745,-0.097451,-0.08377763628959656
1150,5.75,0.017437,0.031045719981193542
1151,5.755,0.025636,0.03850434720516205
1152,5.76,0.013416,0.01596837118268013
1153,5.765,-0.010715,-0.014783579856157303
1154,5.77,-0.014919,-0.018141625449061394
1155,5.775,0.040703,0.035785116255283356
1156,5.78,0.014485,0.018238138407468796
1157,5.785,-0.074302,-0.07947468757629395
1158,5.79,0.030526,0.03979957103729248
1159,5.795,0.00775,0.0023363791406154633
1160,5.8,0.03579,0.03288482129573822
1161,5.805,-0.051352,-0.06632530689239502
1162,5.81,-0.001046,-0.015877701342105865
1163,5.815,0.048022,0.05018458515405655
1164,5.82,-0.002857,0.010694654658436775
1165,5.825,-0.032711,-0.01855126954615116
1166,5.83,0.012077,0.004190659616142511
1167,5.835,0.005993,-0.006060273386538029
1168,5.84,0.044168,0.03087782673537731
1169,5.845,-0.095351,-0.0738440752029419
1170,5.85,0.016735,0.03265994042158127
1171,5.855,0.026014,0.030080609023571014
1172,5.86,0.012831,0.008081045933067799
1173,5.865,-0.011493,-0.012271290645003319
1174,5.87,-0.014839,-0.00983322411775589
1175,5.875,0.040568,0.042399823665618896
1176,5.88,0.014401,0.007950317114591599
1177,5.885,-0.075423,-0.08383188396692276
1178,5.89,0.031136,0.04483282193541527
1179,5.895,0.008959,0.01085944939404726
1180,5.9,0.035473,0.034434184432029724
1181,5.905,-0.051754,-0.07557038217782974
1182,5.91,-0.001427,-0.01828809455037117
1183,5.915,0.047262,0.05121991038322449
1184,5.92,-0.003927,0.012612361460924149
1185,5.925,-0.031767,-0.013995574787259102
1186,5.93,0.013472,0.002952803857624531
1187,5.935,0.005628,-0.008328093215823174
1188,5.94,0.043038,0.03545468673110008
1189,5.945,-0.095985,-0.07701166719198227
1190,5.95,0.01946,0.025603391230106354
1191,5.955,0.025439,0.028611909598112106
1192,5.96,0.013042,0.017029602080583572
1193,5.965,-0.015137,-0.004048272967338562
1194,5.97,-0.016194,-0.009135255590081215
1195,5.975,0.040898,0.03289195895195007
1196,5.98,0.017433,-0.005503787659108639
1197,5.985,-0.076014,-0.0802326425909996
1198,5.99,0.028644,0.04876153543591499
1199,5.995,0.010263,0.016092482954263687
1200,6.0,0.036064,0.03269975259900093
1201,6.005,-0.051389,-0.07485508173704147
1202,6.01,-0.001904,-0.01495557650923729
1203,6.015,0.046451,0.03878888487815857
1204,6.02,-0.004653,0.0020468998700380325
1205,6.025,-0.030364,-0.02001047506928444
1206,6.03,0.01442,0.015229540877044201
1207,6.035,0.00524,0.009262531995773315
1208,6.04,0.041168,0.04049663618206978
1209,6.045,-0.093549,-0.09630626440048218
1210,6.05,0.01965,0.013275614939630032
1211,6.055,0.026686,0.0318036824464798
1212,6.06,0.013006,0.024546343833208084
1213,6.065,-0.015135,-0.005999336019158363
1214,6.07,-0.017997,-0.014493655413389206
1215,6.075,0.040566,0.04223170876502991
1216,6.08,0.018493,0.009743043221533298
1217,6.085,-0.075617,-0.08077898621559143
1218,6.09,0.024669,0.028603445738554
1219,6.095,0.008503,0.002338753081858158
1220,6.1,0.039142,0.04055430740118027
1221,6.105,-0.049168,-0.04730687290430069
1222,6.11,-0.001709,-0.004521757364273071
1223,6.115,0.047154,0.028711311519145966
1224,6.12,-0.006637,-0.019837163388729095
1225,6.125,-0.031314,-0.03177093714475632
1226,6.13,0.015464,0.027977481484413147
1227,6.135,0.005476,0.016161441802978516
1228,6.14,0.039779,0.047760430723428726
1229,6.145,-0.092848,-0.09929583221673965
1230,6.15,0.02384,0.01267234981060028
1231,6.155,0.025714,0.028713520616292953
1232,6.16,0.012903,0.02238314226269722
1233,6.165,-0.015287,-0.012136185541749
1234,6.17,-0.018889,-0.010013560764491558
1235,6.175,0.040268,0.05020463094115257
1236,6.18,0.018496,0.010861300863325596
1237,6.185,-0.074542,-0.07800985127687454
1238,6.19,0.025999,0.015196939930319786
1239,6.195,0.008496,-0.0010012751445174217
1240,6.2,0.038228,0.05169946700334549
1241,6.205,-0.05169,-0.03893374651670456
1242,6.21,-0.001513,-0.001316078007221222
1243,6.215,0.047738,0.03184058517217636
1244,6.22,-0.006032,-0.028224006295204163
1245,6.225,-0.03119,-0.04006876423954964
1246,6.23,0.014763,0.01746177114546299
1247,6.235,0.006229,0.01629449799656868
1248,6.24,0.041231,0.0668012872338295
1249,6.245,-0.09803,-0.09185848385095596
1250,6.25,0.02166,0.012539510615170002
1251,6.255,0.026581,0.013763700611889362
1252,6.26,0.013796,0.010850696824491024
1253,6.265,-0.012246,-8.996576070785522e-07
1254,6.27,-0.016773,0.0032132863998413086
1255,6.275,0.039918,0.04883280768990517
1256,6.28,0.016901,0.0030970564112067223
1257,6.285,-0.074994,-0.08628607541322708
1258,6.29,0.026519,0.016631880775094032
1259,6.295,0.008587,0.0014349045231938362
1260,6.3,0.037816,0.03525754064321518
1261,6.305,-0.049459,-0.04897018522024155
1262,6.31,1.854863e-05,0.011998796835541725
1263,6.315,0.048814,0.05854739248752594
1264,6.32,-0.004472,-0.019204270094633102
1265,6.325,-0.031303,-0.053661853075027466
1266,6.33,0.013524,0.0015043839812278748
1267,6.335,0.006048,0.013374675996601582
1268,6.34,0.040279,0.0660642758011818
1269,6.345,-0.098635,-0.08701330423355103
1270,6.35,0.021762,0.013490088284015656
1271,6.355,0.02652,0.02083711326122284
1272,6.36,0.013623,0.021474365144968033
1273,6.365,-0.011867,-0.002440761774778366
1274,6.37,-0.01594,-0.007140824571251869
1275,6.375,0.039599,0.03294030576944351
1276,6.38,0.015605,0.00816131941974163
1277,6.385,-0.075259,-0.06814723461866379
1278,6.39,0.026935,0.022470148280262947
1279,6.395,0.008502,-0.0027342401444911957
1280,6.4,0.038767,0.03115273267030716
1281,6.405,-0.050166,-0.05451502278447151
1282,6.41,-0.000229,0.011480502784252167
1283,6.415,0.04855,0.055485621094703674
1284,6.42,-0.003432,-0.015112772583961487
1285,6.425,-0.031982,-0.04346036538481712
1286,6.43,0.01305,0.003367810510098934
1287,6.435,0.006134,0.008523405529558659
1288,6.44,0.041712,0.05081644281744957
1289,6.445,-0.099874,-0.0813668966293335
1290,6.45,0.019212,0.02611370012164116
1291,6.455,0.025812,0.027170654386281967
1292,6.46,0.013672,0.01860889419913292
1293,6.465,-0.010722,-0.01953168213367462
1294,6.47,-0.014753,-0.01780788227915764
1295,6.475,0.040758,0.043746694922447205
1296,6.48,0.015869,0.02566828578710556
1297,6.485,-0.075385,-0.07902517914772034
1298,6.49,0.027025,0.02194751426577568
1299,6.495,0.008753,-0.000626739114522934
1300,6.5,0.038324,0.030538270249962807
1301,6.505,-0.052366,-0.05704500526189804
1302,6.51,1.426752e-05,-0.004905548878014088
1303,6.515,0.047812,0.05041024833917618
1304,6.52,-0.002692,-0.0004967041313648224
1305,6.525,-0.032278,-0.01753624901175499
1306,6.53,0.013094,0.01193879172205925
1307,6.535,0.005889,-0.008721939288079739
1308,6.54,0.040666,0.034624405205249786
1309,6.545,-0.101306,-0.07671201974153519
1310,6.55,0.020144,0.0393015593290329
1311,6.555,0.026875,0.02908242493867874
1312,6.56,0.013362,0.008641022257506847
1313,6.565,-0.009585,-0.024225277826189995
1314,6.57,-0.014882,-0.015148362144827843
1315,6.575,0.040052,0.0490911491215229
1316,6.58,0.014516,0.01746336556971073
1317,6.585,-0.074461,-0.09454156458377838
1318,6.59,0.02776,0.02835247479379177
1319,6.595,0.008227,0.010127746500074863
1320,6.6,0.03827,0.03260510787367821
1321,6.605,-0.05242,-0.07104457914829254
1322,6.61,-7.563576e-05,-0.01762167550623417
1323,6.615,0.048467,0.06166481226682663
1324,6.62,-0.002291,0.013446073979139328
1325,6.625,-0.032345,-0.01674582064151764
1326,6.63,0.011951,0.006240874528884888
1327,6.635,0.005804,-0.008259568363428116
1328,6.64,0.042724,0.031263578683137894
1329,6.645,-0.099386,-0.07911425828933716
1330,6.65,0.018735,0.03586205840110779
1331,6.655,0.026078,0.02839280106127262
1332,6.66,0.012639,0.017641587182879448
1333,6.665,-0.011087,-0.01937841810286045
1334,6.67,-0.01399,-0.025299804285168648
1335,6.675,0.040243,0.03940381109714508
1336,6.68,0.014095,0.015530560165643692
1337,6.685,-0.074209,-0.0831335112452507
1338,6.69,0.031711,0.03734889626502991
1339,6.695,0.006301,0.0064468421041965485
1340,6.7,0.036035,0.02754262089729309
1341,6.705,-0.053679,-0.06431680917739868
1342,6.71,-0.000982,-0.009446993470191956
